"Date","Price","Open","High","Low","Vol.","Change %"
"May 10, 2017","1.07","1.05","1.07","1.05","26.85M","2.88%"
"May 09, 2017","1.04","1.01","1.04","1.01","20.04M","2.97%"
"May 08, 2017","1.01","0.97","1.02","0.94","22.89M","2.02%"
"May 05, 2017","0.99","0.98","1.05","0.97","68.12M","13.79%"
"May 04, 2017","0.87","0.87","0.89","0.86","29.52M","-1.14%"
"May 03, 2017","0.88","0.88","0.89","0.86","18.64M","0.00%"
"May 02, 2017","0.88","0.87","0.89","0.85","18.38M","3.53%"
"Apr 28, 2017","0.85","0.85","0.91","0.84","37.09M","0.00%"
"Apr 27, 2017","0.85","0.81","0.85","0.81","56.70M","4.94%"
"Apr 26, 2017","0.81","0.80","0.82","0.80","8.96M","1.25%"
"Apr 25, 2017","0.80","0.80","0.82","0.80","14.31M","0.00%"
"Apr 24, 2017","0.80","0.82","0.86","0.79","33.87M","-2.44%"
"Apr 20, 2017","0.82","0.79","0.82","0.78","16.59M","3.80%"
"Apr 19, 2017","0.79","0.75","0.79","0.75","24.35M","5.33%"
"Apr 18, 2017","0.75","0.71","0.75","0.71","26.55M","4.17%"
"Apr 17, 2017","0.72","0.66","0.72","0.65","22.17M","9.09%"
"Apr 13, 2017","0.66","0.69","0.69","0.65","11.03M","-4.35%"
"Apr 12, 2017","0.69","0.71","0.71","0.68","21.91M","-4.17%"
"Apr 11, 2017","0.72","0.71","0.72","0.69","17.54M","1.41%"
"Apr 10, 2017","0.71","0.71","0.71","0.69","11.42M","-1.39%"
"Apr 07, 2017","0.72","0.71","0.72","0.71","11.93M","0.00%"
"Apr 06, 2017","0.72","0.71","0.72","0.71","10.85M","1.41%"
"Apr 05, 2017","0.71","0.71","0.71","0.69","37.35M","1.43%"
"Apr 04, 2017","0.70","0.70","0.72","0.69","15.31M","0.00%"
"Apr 03, 2017","0.70","0.68","0.71","0.68","12.24M","2.94%"
"Mar 31, 2017","0.68","0.69","0.72","0.68","36.58M","-1.45%"
"Mar 30, 2017","0.69","0.68","0.69","0.67","7.53M","0.00%"
"Mar 29, 2017","0.69","0.68","0.69","0.67","11.98M","2.99%"
"Mar 28, 2017","0.67","0.70","0.70","0.67","20.99M","-2.90%"
"Mar 27, 2017","0.69","0.68","0.69","0.67","17.79M","-1.43%"
"Mar 24, 2017","0.70","0.73","0.73","0.69","15.56M","-2.78%"
"Mar 23, 2017","0.72","0.70","0.72","0.70","7.40M","2.86%"
"Mar 22, 2017","0.70","0.70","0.71","0.69","15.80M","0.00%"
"Mar 21, 2017","0.70","0.75","0.75","0.70","27.26M","-6.67%"
"Mar 20, 2017","0.75","0.70","0.76","0.69","20.97M","7.14%"
"Mar 17, 2017","0.70","0.75","0.75","0.70","25.19M","-6.67%"
"Mar 16, 2017","0.75","0.68","0.75","0.68","35.76M","11.94%"
"Mar 15, 2017","0.67","0.66","0.67","0.64","17.84M","1.52%"
"Mar 14, 2017","0.66","0.65","0.66","0.63","35.33M","1.54%"
"Mar 13, 2017","0.65","0.67","0.68","0.63","22.91M","0.00%"
"Mar 10, 2017","0.65","0.72","0.73","0.65","29.57M","-8.45%"
"Mar 09, 2017","0.71","0.67","0.72","0.63","42.19M","5.97%"
"Mar 08, 2017","0.67","0.71","0.71","0.63","51.53M","-5.63%"
"Mar 07, 2017","0.71","0.75","0.75","0.67","43.62M","-4.05%"
"Mar 06, 2017","0.74","0.75","0.78","0.74","13.57M","0.00%"
"Mar 03, 2017","0.74","0.75","0.78","0.72","27.32M","-2.63%"
"Mar 02, 2017","0.76","0.82","0.83","0.74","40.55M","-7.32%"
"Mar 01, 2017","0.82","0.81","0.83","0.81","34.41M","3.80%"
"Feb 24, 2017","0.79","0.77","0.83","0.75","39.78M","1.28%"
"Feb 23, 2017","0.78","0.74","0.78","0.73","63.51M","5.41%"
"Feb 22, 2017","0.74","0.73","0.74","0.71","58.52M","1.37%"
"Feb 21, 2017","0.73","0.68","0.73","0.67","46.21M","8.96%"
"Feb 20, 2017","0.67","0.65","0.68","0.64","28.21M","8.06%"
"Feb 17, 2017","0.62","0.60","0.63","0.59","38.30M","3.33%"
"Feb 16, 2017","0.60","0.59","0.60","0.59","26.52M","1.69%"
"Feb 15, 2017","0.59","0.58","0.60","0.57","26.42M","3.51%"
"Feb 14, 2017","0.57","0.59","0.61","0.57","24.14M","-1.72%"
"Feb 13, 2017","0.58","0.53","0.59","0.53","23.68M","9.43%"
"Feb 10, 2017","0.53","0.52","0.53","0.52","16.03M","1.92%"
"Feb 09, 2017","0.52","0.53","0.53","0.52","8.50M","0.00%"
"Feb 08, 2017","0.52","0.54","0.54","0.52","20.51M","-1.89%"
"Feb 07, 2017","0.53","0.53","0.54","0.53","14.23M","0.00%"
"Feb 06, 2017","0.53","0.48","0.53","0.48","24.88M","10.42%"
"Feb 03, 2017","0.48","0.48","0.49","0.48","10.75M","0.00%"
"Feb 02, 2017","0.48","0.48","0.49","0.47","36.30M","0.00%"
"Feb 01, 2017","0.48","0.49","0.50","0.46","28.11M","-2.04%"
"Jan 31, 2017","0.49","0.45","0.49","0.45","19.66M","8.89%"
"Jan 30, 2017","0.45","0.48","0.48","0.44","9.80M","-4.26%"
"Jan 27, 2017","0.47","0.48","0.49","0.46","13.21M","-4.08%"
"Jan 26, 2017","0.49","0.50","0.50","0.48","26.52M","-2.00%"
"Jan 24, 2017","0.50","0.48","0.50","0.47","34.51M","4.17%"
"Jan 23, 2017","0.48","0.46","0.48","0.44","27.70M","4.35%"
"Jan 20, 2017","0.46","0.41","0.46","0.41","74.80M","12.20%"
"Jan 19, 2017","0.41","0.41","0.41","0.40","15.36M","0.00%"
"Jan 18, 2017","0.41","0.40","0.41","0.40","10.42M","2.50%"
"Jan 17, 2017","0.40","0.40","0.41","0.39","19.05M","0.00%"
"Jan 16, 2017","0.40","0.40","0.40","0.39","19.05M","0.00%"
"Jan 13, 2017","0.40","0.40","0.41","0.39","23.17M","0.00%"
"Jan 12, 2017","0.40","0.38","0.40","0.38","41.22M","8.11%"
"Jan 11, 2017","0.37","0.37","0.38","0.37","28.75M","0.00%"
"Jan 10, 2017","0.37","0.36","0.37","0.36","19.97M","2.78%"
"Jan 09, 2017","0.36","0.38","0.38","0.36","29.85M","-5.26%"
"Jan 06, 2017","0.38","0.38","0.38","0.37","6.40M","0.00%"
"Jan 05, 2017","0.38","0.37","0.38","0.37","27.62M","2.70%"
"Jan 04, 2017","0.37","0.39","0.39","0.36","27.47M","-5.13%"
"Jan 03, 2017","0.39","0.39","0.40","0.38","12.83M","0.00%"
"Jan 02, 2017","0.39","0.40","0.40","0.39","16.03M","-4.88%"
"Dec 29, 2016","0.41","0.41","0.41","0.40","8.27M","0.00%"
"Dec 28, 2016","0.41","0.40","0.41","0.40","8.04M","2.50%"
"Dec 27, 2016","0.40","0.40","0.41","0.40","5.45M","0.00%"
"Dec 26, 2016","0.40","0.40","0.41","0.40","2.82M","0.00%"
"Dec 23, 2016","0.40","0.40","0.41","0.40","5.56M","0.00%"
"Dec 22, 2016","0.40","0.41","0.41","0.40","6.76M","-2.44%"
"Dec 21, 2016","0.41","0.40","0.41","0.40","27.72M","2.50%"
"Dec 20, 2016","0.40","0.40","0.40","0.39","14.05M","0.00%"
"Dec 19, 2016","0.40","0.41","0.41","0.40","17.18M","-2.44%"
"Dec 16, 2016","0.41","0.41","0.41","0.40","20.61M","0.00%"
"Dec 15, 2016","0.41","0.40","0.41","0.40","33.95M","5.13%"
"Dec 14, 2016","0.39","0.40","0.41","0.39","28.62M","-2.50%"
"Dec 13, 2016","0.40","0.39","0.41","0.39","29.44M","0.00%"
"Dec 12, 2016","0.40","0.40","0.41","0.39","18.20M","-2.44%"
"Dec 09, 2016","0.41","0.40","0.41","0.40","18.02M","2.50%"
"Dec 08, 2016","0.40","0.39","0.41","0.39","31.74M","2.56%"
"Dec 07, 2016","0.39","0.39","0.39","0.39","22.12M","0.00%"
"Dec 06, 2016","0.39","0.37","0.39","0.37","32.67M","5.41%"
"Dec 05, 2016","0.37","0.38","0.38","0.37","15.44M","-2.63%"
"Dec 02, 2016","0.38","0.38","0.38","0.37","30.75M","0.00%"
"Dec 01, 2016","0.38","0.39","0.40","0.38","24.06M","-5.00%"
"Nov 30, 2016","0.40","0.39","0.40","0.39","33.38M","2.56%"
"Nov 29, 2016","0.39","0.37","0.39","0.37","26.91M","5.41%"
"Nov 28, 2016","0.37","0.37","0.38","0.37","26.37M","0.00%"
"Nov 25, 2016","0.37","0.37","0.37","0.36","17.33M","0.00%"
"Nov 24, 2016","0.37","0.37","0.37","0.37","2.59M","-2.63%"
"Nov 23, 2016","0.38","0.37","0.38","0.36","28.85M","2.70%"
"Nov 22, 2016","0.37","0.37","0.37","0.36","27.80M","0.00%"
"Nov 21, 2016","0.37","0.36","0.37","0.36","12.34M","2.78%"
"Nov 18, 2016","0.36","0.35","0.36","0.35","26.98M","2.86%"
"Nov 17, 2016","0.35","0.35","0.36","0.34","20.20M","0.00%"
"Nov 16, 2016","0.35","0.35","0.36","0.35","19.84M","0.00%"
"Nov 14, 2016","0.35","0.37","0.37","0.35","14.41M","-2.78%"
"Nov 11, 2016","0.36","0.36","0.37","0.35","23.73M","0.00%"
"Nov 10, 2016","0.36","0.37","0.38","0.35","34.64M","-2.70%"
"Nov 09, 2016","0.37","0.34","0.37","0.34","46.77M","2.78%"
"Nov 08, 2016","0.36","0.36","0.36","0.35","21.63M","0.00%"
"Nov 07, 2016","0.36","0.35","0.36","0.35","22.02M","2.86%"
"Nov 04, 2016","0.35","0.35","0.36","0.34","26.47M","0.00%"
"Nov 03, 2016","0.35","0.35","0.36","0.34","37.73M","0.00%"
"Nov 01, 2016","0.35","0.35","0.36","0.34","63.72M","0.00%"
"Oct 31, 2016","0.35","0.36","0.37","0.34","75.21M","6.06%"
"Oct 28, 2016","0.33","0.35","0.36","0.32","71.73M","-5.71%"
"Oct 27, 2016","0.35","0.28","0.35","0.28","127.26M","29.63%"
"Oct 26, 2016","0.27","0.31","0.31","0.26","117.35M","-15.62%"
"Oct 25, 2016","0.32","0.37","0.38","0.32","79.08M","-13.51%"
"Oct 24, 2016","0.37","0.36","0.38","0.35","23.88M","2.78%"
"Oct 21, 2016","0.36","0.35","0.36","0.35","26.42M","2.86%"
"Oct 20, 2016","0.35","0.35","0.35","0.34","28.49M","0.00%"
"Oct 19, 2016","0.35","0.35","0.35","0.34","16.72M","0.00%"
"Oct 18, 2016","0.35","0.34","0.35","0.34","44.54M","2.94%"
"Oct 17, 2016","0.34","0.35","0.35","0.34","15.72M","-2.86%"
"Oct 14, 2016","0.35","0.34","0.35","0.34","30.75M","2.94%"
"Oct 13, 2016","0.34","0.34","0.35","0.33","41.73M","-2.86%"
"Oct 11, 2016","0.35","0.35","0.36","0.33","63.41M","0.00%"
"Oct 10, 2016","0.35","0.33","0.35","0.33","44.88M","9.38%"
"Oct 07, 2016","0.32","0.32","0.32","0.32","50.23M","0.00%"
"Oct 06, 2016","0.32","0.31","0.32","0.31","16.51M","3.23%"
"Oct 05, 2016","0.31","0.30","0.31","0.30","31.87M","3.33%"
"Oct 04, 2016","0.30","0.30","0.30","0.30","21.99M","0.00%"
"Oct 03, 2016","0.30","0.29","0.30","0.29","29.26M","3.45%"
"Sep 30, 2016","0.29","0.29","0.29","0.28","62.87M","0.00%"
"Sep 29, 2016","0.29","0.28","0.29","0.28","16.03M","0.00%"
"Sep 28, 2016","0.29","0.29","0.29","0.28","31.21M","3.57%"
"Sep 27, 2016","0.28","0.27","0.28","0.27","52.10M","3.70%"
"Sep 26, 2016","0.27","0.27","0.27","0.27","26.52M","0.00%"
"Sep 23, 2016","0.27","0.27","0.27","0.27","20.22M","0.00%"
"Sep 22, 2016","0.27","0.27","0.27","0.26","41.45M","0.00%"
"Sep 21, 2016","0.27","0.25","0.27","0.25","70.32M","8.00%"
"Sep 20, 2016","0.25","0.24","0.25","0.24","27.98M","0.00%"
"Sep 19, 2016","0.25","0.24","0.25","0.24","36.68M","4.17%"
"Sep 16, 2016","0.24","0.24","0.24","0.23","29.26M","0.00%"
"Sep 15, 2016","0.24","0.24","0.24","0.23","17.36M","0.00%"
"Sep 14, 2016","0.24","0.24","0.24","0.23","36.84M","0.00%"
"Sep 13, 2016","0.24","0.25","0.25","0.23","38.60M","-4.00%"
"Sep 12, 2016","0.25","0.25","0.25","0.25","23.12M","0.00%"
"Sep 09, 2016","0.25","0.25","0.25","0.25","46.44M","0.00%"
"Sep 08, 2016","0.25","0.25","0.25","0.25","27.14M","0.00%"
"Sep 06, 2016","0.25","0.25","0.25","0.25","10.19M","0.00%"
"Sep 05, 2016","0.25","0.25","0.25","0.25","10.91M","0.00%"
"Sep 02, 2016","0.25","0.24","0.25","0.24","97.10M","4.17%"
"Sep 01, 2016","0.24","0.23","0.24","0.23","88.99M","4.35%"
"Aug 31, 2016","0.23","0.23","0.23","0.23","25.75M","0.00%"
"Aug 30, 2016","0.23","0.24","0.24","0.23","52.45M","-4.17%"
"Aug 29, 2016","0.24","0.24","0.24","0.23","25.45M","0.00%"
"Aug 26, 2016","0.24","0.24","0.24","0.23","44.36M","0.00%"
"Aug 25, 2016","0.24","0.24","0.24","0.24","7.73M","0.00%"
"Aug 24, 2016","0.24","0.24","0.24","0.24","44.11M","0.00%"
"Aug 23, 2016","0.24","0.24","0.24","0.24","42.27M","0.00%"
"Aug 22, 2016","0.24","0.23","0.24","0.23","54.66M","4.35%"
"Aug 19, 2016","0.23","0.24","0.24","0.23","16.59M","-4.17%"
"Aug 18, 2016","0.24","0.24","0.24","0.24","29.70M","0.00%"
"Aug 17, 2016","0.24","0.24","0.24","0.23","32.82M","0.00%"
"Aug 16, 2016","0.24","0.23","0.24","0.23","88.78M","4.35%"
"Aug 15, 2016","0.23","0.23","0.23","0.22","41.04M","0.00%"
"Aug 12, 2016","0.23","0.23","0.23","0.22","22.37M","0.00%"
"Aug 11, 2016","0.23","0.22","0.23","0.21","65.05M","4.55%"
"Aug 10, 2016","0.22","0.22","0.22","0.22","59.26M","0.00%"
"Aug 09, 2016","0.22","0.20","0.22","0.20","83.35M","10.00%"
"Aug 08, 2016","0.20","0.20","0.21","0.20","43.49M","0.00%"
"Aug 05, 2016","0.20","0.20","0.20","0.19","64.72M","5.26%"
"Aug 04, 2016","0.19","0.18","0.19","0.18","184.88M","11.76%"
"Aug 03, 2016","0.17","0.17","0.17","0.17","110.75M","0.00%"
"Aug 02, 2016","0.17","0.18","0.18","0.16","84.02M","-5.56%"
"Aug 01, 2016","0.18","0.18","0.18","0.17","29.82M","0.00%"
"Jul 29, 2016","0.18","0.17","0.18","0.17","63.69M","5.88%"
"Jul 28, 2016","0.17","0.17","0.17","0.17","26.14M","0.00%"
"Jul 27, 2016","0.17","0.17","0.17","0.17","34.76M","0.00%"
"Jul 26, 2016","0.17","0.17","0.17","0.17","33.28M","0.00%"
"Jul 25, 2016","0.17","0.16","0.17","0.16","29.59M","6.25%"
"Jul 22, 2016","0.16","0.17","0.17","0.16","15.59M","0.00%"
"Jul 21, 2016","0.16","0.16","0.17","0.16","41.50M","0.00%"
"Jul 20, 2016","0.16","0.16","0.17","0.16","25.24M","0.00%"
"Jul 19, 2016","0.16","0.16","0.17","0.16","15.13M","0.00%"
"Jul 18, 2016","0.16","0.16","0.16","0.16","25.70M","0.00%"
"Jul 15, 2016","0.16","0.16","0.16","0.16","14.18M","0.00%"
"Jul 14, 2016","0.16","0.16","0.16","0.16","38.76M","0.00%"
"Jul 13, 2016","0.16","0.16","0.16","0.16","16.92M","0.00%"
"Jul 12, 2016","0.16","0.16","0.16","0.16","13.36M","0.00%"
"Jul 11, 2016","0.16","0.16","0.16","0.16","57.88M","0.00%"
"Jul 08, 2016","0.16","0.15","0.16","0.15","38.58M","6.67%"
"Jul 07, 2016","0.15","0.15","0.15","0.15","13.31M","0.00%"
"Jul 06, 2016","0.15","0.15","0.15","0.15","14.64M","0.00%"
"Jul 05, 2016","0.15","0.15","0.15","0.15","38.04M","0.00%"
"Jul 04, 2016","0.15","0.15","0.15","0.15","31.85M","0.00%"
"Jul 01, 2016","0.15","0.15","0.15","0.15","70.17M","0.00%"
"Jun 30, 2016","0.15","0.15","0.15","0.15","20.94M","0.00%"
"Jun 29, 2016","0.15","0.15","0.15","0.14","70.35M","0.00%"
"Jun 28, 2016","0.15","0.14","0.15","0.14","78.00M","7.14%"
"Jun 27, 2016","0.14","0.14","0.14","0.13","57.60M","0.00%"
"Jun 24, 2016","0.14","0.14","0.14","0.14","35.20M","0.00%"
"Jun 23, 2016","0.14","0.14","0.14","0.14","52.17M","0.00%"
"Jun 22, 2016","0.14","0.14","0.15","0.14","48.59M","0.00%"
"Jun 21, 2016","0.14","0.14","0.14","0.14","59.57M","0.00%"
"Jun 20, 2016","0.14","0.14","0.14","0.14","52.20M","0.00%"
"Jun 17, 2016","0.14","0.13","0.14","0.13","21.17M","7.69%"
"Jun 16, 2016","0.13","0.13","0.13","0.13","16.97M","0.00%"
"Jun 15, 2016","0.13","0.13","0.13","0.13","29.47M","0.00%"
"Jun 14, 2016","0.13","0.13","0.13","0.13","97.43M","0.00%"
"Jun 13, 2016","0.13","0.14","0.14","0.13","61.72M","-7.14%"
"Jun 10, 2016","0.14","0.14","0.14","0.14","45.39M","0.00%"
"Jun 09, 2016","0.14","0.15","0.15","0.14","23.50M","-6.67%"
"Jun 08, 2016","0.15","0.15","0.15","0.14","49.92M","0.00%"
"Jun 07, 2016","0.15","0.14","0.15","0.14","57.32M","7.14%"
"Jun 06, 2016","0.14","0.13","0.14","0.13","60.06M","7.69%"
"Jun 03, 2016","0.13","0.13","0.13","0.13","75.34M","0.00%"
"Jun 02, 2016","0.13","0.13","0.13","0.13","36.30M","0.00%"
"Jun 01, 2016","0.13","0.13","0.13","0.13","34.18M","0.00%"
"May 31, 2016","0.13","0.13","0.13","0.13","6.91M","0.00%"
"May 30, 2016","0.13","0.13","0.13","0.13","24.58M","0.00%"
"May 27, 2016","0.13","0.13","0.13","0.13","18.00M","0.00%"
"May 25, 2016","0.13","0.13","0.13","0.13","9.68M","0.00%"
"May 24, 2016","0.13","0.13","0.13","0.13","22.14M","0.00%"
"May 23, 2016","0.13","0.13","0.13","0.13","14.31M","0.00%"
"May 20, 2016","0.13","0.13","0.13","0.13","26.83M","0.00%"
"May 19, 2016","0.13","0.13","0.13","0.13","14.03M","0.00%"
"May 18, 2016","0.13","0.13","0.13","0.13","13.90M","0.00%"
"May 17, 2016","0.13","0.13","0.13","0.13","27.83M","0.00%"
"May 16, 2016","0.13","0.13","0.13","0.13","20.61M","0.00%"
"May 13, 2016","0.13","0.13","0.13","0.13","21.91M","0.00%"
"May 12, 2016","0.13","0.13","0.13","0.13","74.78M","0.00%"
"May 11, 2016","0.13","0.13","0.14","0.13","13.64M","0.00%"
"May 10, 2016","0.13","0.13","0.14","0.13","16.15M","0.00%"
"May 09, 2016","0.13","0.13","0.13","0.13","34.64M","0.00%"
"May 06, 2016","0.13","0.13","0.14","0.13","111.77M","18.18%"
"May 05, 2016","0.11","0.12","0.13","0.11","43.57M","-8.33%"
"May 04, 2016","0.12","0.13","0.13","0.12","61.90M","-7.69%"
"May 03, 2016","0.13","0.13","0.14","0.13","52.68M","0.00%"
"May 02, 2016","0.13","0.12","0.13","0.12","28.11M","8.33%"
"Apr 29, 2016","0.12","0.12","0.13","0.12","38.14M","0.00%"
"Apr 28, 2016","0.12","0.13","0.13","0.12","21.84M","-7.69%"
"Apr 27, 2016","0.13","0.11","0.13","0.11","77.49M","18.18%"
"Apr 26, 2016","0.11","0.11","0.11","0.11","33.41M","0.00%"
"Apr 25, 2016","0.11","0.11","0.11","0.11","43.62M","0.00%"
"Apr 22, 2016","0.11","0.11","0.11","0.11","22.89M","0.00%"
"Apr 20, 2016","0.11","0.11","0.11","0.11","58.16M","0.00%"
"Apr 19, 2016","0.11","0.11","0.11","0.11","14.59M","0.00%"
"Apr 18, 2016","0.11","0.11","0.11","0.11","35.40M","0.00%"
"Apr 15, 2016","0.11","0.11","0.11","0.11","44.39M","0.00%"
"Apr 14, 2016","0.11","0.11","0.11","0.11","29.47M","0.00%"
"Apr 13, 2016","0.11","0.11","0.11","0.11","83.81M","0.00%"
"Apr 12, 2016","0.11","0.11","0.11","0.11","39.63M","0.00%"
"Apr 11, 2016","0.11","0.11","0.11","0.11","14.31M","0.00%"
